
2019.05.06;Kolejna lekcja również wprowadzała nowy temat z dotyczący prezentacji. Prezentacjia zawierać miałą wiersz i ilustracje do niego. Na prośbę klasy praca odbywała się w parach. Klasa sprawnie wykonywała prezentacja. Jeden z uczniów, ze specjalnymi potrzebami eduakcyjnymi, wymagał większej pomocy. Nuaczycielka przeczytała cały wiesz, a następnie poleciła uczniowi stworzenie rysunku do wiersza.
2019.05.06;Lekcja rozpoczeła się od przedstawienia planu lekcji. Spora część uczniow była ostatnio nieobecna - ich zadaniem było stworzenie prezentacji z elementem z map google oraz informacjami z internetu. Pozostali kończyli wcześniej rozpoczętą pracę. Dla uczniów, którzy skończyli, lub też byli bliscy końca, nauczycielka przewidzała dodatkowe zadanie - zapoznanie się z programem Prezi, wykonanie w nim prezentacji wykonanej wcześniej w Impress, a następnie porównianie powstałych prezentacji.
2019.05.07;Lekcja rozpoczeła się od przypomnienia tematu proprzednich lekcji. Następnie nauczycielka przedstawiła plan trwającej lekcji oraz zadania, które uczniowie mają wykonać. Przypomniała jak włączyć wyświetlanie znaków niedrukowanych oraz poprawny sposób używania tabulatorów. Uczniowie pracowali spokojnie. W trakcie zajęć nauczycielka sprawdziła częściowe efekty pracy uczniów. Cały czas była również do dyspozycji uczniów, którzy mieli pytania odnośnie pracy. Sprawdzała również wcześniej wykonane pracę, ponieważ zbliżał się termmin wystawiania ocen.
2019.05.07;Lekcja rozpoczeła się od przypomnienia tematu poprzedniej lekcji oraz przedstawienia tematu i celi trwającej lekcji - praca z programem google-earth i wyszukiwaniem informacji w internecie. Uczniowie byli podekscytowani możliwością zobaczenia zdjęć Warszawy z widoku pieszego i możliwością przemieszczania się. Po zapoznaniu się z programem, kolejnym zadaniem było wyszukanie informacji na podane pytania na stronie Muzeum Narodowego, a następnie zapisanie w dokumencie tekstowym programu Writter. Przy okazji tego zadania uczniowie mieli też ćwiczyć wykorzystanie skrótów klawiszowych. Część ucznióœ miała problem ze zrozumieniem zadania, bądz też z wykonaniem operacji kopiowania. Wątpliwości te nauczycielka rozwiązywałą indywidualnie. Częśc uczniów szukała informacji w wikipedia, zamiast na stronie głównej muzeum, co zostało skorygowane przez nauczyciela. Uczniowie mieli wiele pytań podczas lekcji, a znalezienie informacji na stronie było dla nich sporym problemem. Spośród uczniów, 4 ma orzeczenie o niepełnosprawności.
2019.05.07;W związku ze zbliżającym się terminem wystawiania ocen i licznymi nieobecnościami lekcja została przeznaczona na uzupełnienie brakujących zadań. Jeden z uczniów, któremu groziła ocena niedostateczna, właśnie ten fakt zmotywował go do pracy. Miał on też sporo problemu z wykonaniem zadania i nie rozumiał celu zadania. Pracował z dużą pomocą nauczyciela.
2019.05.08;Na początku lekcji nauczycielka poprosiła uczniów o przypomnienie tematu poprzedniej lekcji. Następnie wspólnie z klasą przypomnieli pojęcia dotyczące Scratcha, które zostały wprowadzone wcześniej. Po wprowadzeniu trwajacym kilka minut, nauczycielka przedstawiła cele oraz temat trwającej lekcji, oraz poprosiła ucznióœ o włączenie komuterów oraz programu Scratch 2. Poprosiła uczniów o znalezienie bloków dotyczących rysowania, a następnie przedstawiła podstawowe bloki. Blok "ustaw kolor pisaka na" sprawił uczniom nieco problemu. Nauczycielka zwróciła uwagę na zmianę kursora, który miała sugerować, że wybieramy kolor. Po wytłumaczeniu bloków nauczycielka nakazała ułożenie wskazanych bloków.Prosty eksperyment, w którym narysowano kolorową linię, spodobał się uczniom. Kolejnym etapem lekcji była praca z kartą pracy. Nauczycielka wytłumaczyłą zadania, a następnie pomagała uczniom indywidualnie. Zadaniem uczniów było odwtorzenie skryptu z karty pracy, a następnie uruchomienie go. Kolejne zadania również dotyczyły rysowania w scratchu. Pod koniec lekcji większośc uczniów nie ukończyła jeszcze wszystkich zdań. Nauczycielka poprosiła uczniów o zapisanie pracy, tak by mogli kontynuaować w kolejnym tygodniu.
2019.05.08;Na kolejną lekcje klasy wpisany był sprawdzian z arkusza kalkulacyjnego. Klasa była bardzo niespokojna i bała się sprawdzianu, w związku z tym trwająca lekcja była lekcją powtórzeniową. Pierwszą częścią powtórzenia było przypomnienie wspólnie z klasą, odpowiadając na pytania nauczyciela dotyczące znaków działań i funkcji w arkuszu kalkulacyjnym. Istotnym przypomnianym elementem było użycie separatora we wpisywaniu ułamków dziesiętnych. Następnie klasa wspólnie z nauczycielem odpowiadali na pytanie prawa fałsz, czytane przez naxxuczyciela. Po powtórzeniu, które trwała do połowy lekcji, nauczycielka wprowadziłą nowy temat, dotyczący prezentacji. Po przedstwieniu zadania, uczniowie rozpoczeli pracę w parach i rozpoczeli tworzenie prezentacji ilustrującej wiersz. Program Impress był znacznie prostszy dla uczniów niż program Calc, więc chętnie i bez problemów wykonali zadanie. Niestety, praca w parach jest głośna, więc czasem nauczycielka musiałą uciszać głośniej pracujące grupy.
2019.05.08;Klasa jest klasą ma problemy z zachowaniem, aby zdyscyplinować klasę, uczniowie muszą zaslużyć, żeby pracować przy komputerach. Lekcja rozpoczeła się od przypomnienia tematu poprzednije lekcji. Jeszcze przed uruchomieniem komputerów, nauczycielka przedstawiła zadania w Scratchu, które klasa miała wykonać. Dopiero po przedstawienu zadań i nowych bloków, uczniowie mogli usiąść do komputerów. Uczniowie chętnie rozpoczeli pracę, ale niestety podczas pracy rozpoczeło się wiele rozmów. Nauczycielka musiała przerwać pracę uczniów i poposiła całą klasę o usiądnięcie na środku klasy. Uczniowie wrócili do pracy dopiero po krótkiej rozmowie dyscyplinującej. Pogadanka była skuteczna, po powrocie do pracy uczniowie zachowywali się znacznie ciszej. Po wykonaniu pierwszego zadania, nauczycielka nakazała uczniom odwrócenie się od komputerów, tak, żeby mogła wytłumaczyć działanie kolejnego bloku. Po tłumaczeniu uczniowie  wrócili do pracy. Na koniec zajęć nauczycielka oceniła prace uczniów.
2019.05.08;Lekcja rozpoczeła się od spraw organizacyjnych - ustalenie którzy uczniowie mają brakujący sprawdzian i terminu sprawdzianu. Następnie nauczycielka przedstawiłą zadanie do wykonania - prezentacji z elementami wyciętymi z google maps oraz informacjami z internetu. Uczniowie chętnie zabrali się do pracy, część z nich aplikacje google maps używała już wczęśniej w domu. Klasa była klasą integracyjną, stąd częśc uczniow potrzebowało pomocy i znaczą częsć czasu pracowała indywidualnie z nauczycielem. Niektórzy uczniowie nie mieli też pomysłu na trasę, albo mieli problem ze zrozumieniem zadania. Uczniowie, którzy mieli znaczny problem ze stworzeniem prezentacji w ramach swojego zadania na lekcji mieli wyszukać ciekawe miejsca za pomocą Steet View. Uczniom spodoała się lekca. Jeden z nich interesującymi się typami starych lamp ulicznych był bardzo zadowolony z poznania przedstawionych narzędzi.
2019.05.10;Lekcja rozpoczeła się od przypomnienia tematów poprzedniej lekcji. Nauczycielka wspomniała uczniom, że jest powtórzenie tematu lekcji, nie wynika z tego, że zapomina co się działa wcześniej, ale służy zaangażowanu uczniów od samego początku i budowaniu ciągłości zajęć. Następnie nauczycielka rozdała podręczniki oraz przedstawiła temat oraz zadania do zrobionia przez uczniów. Podała również narzędzia, które wykorzystają. Uczniowie byli zaspani, była to ich pierwsza lekcja, nauczycielka przypomniała więc cele lekcji, sformułowane dla uczniów jako NaCoBeZu (na co będziemy zwracać uwagę). Uczniowie pracowali sprawnie, sporadycznie prosili o pomoc nauczycielkę, która pomagała im indywidualnie. Po pewnym czasie nauczycielka przeszła się po sali i poprawiła prace kilku uczniom i udzieliła im kilku porad. Uczniowie któzy skończyli pracę wcześniej mieli możliwość zalczyć zadanie nie ukończone na poprzednich lekcjach, aby poprawic swoje oceny. Pod koniec lekcji nauczycielka sprawdziłą ukońćzone pracę i oceniłą je.
2019.05.10;Lekcja rozpoczeła się od przypomnienia poprzednich zajęć. Następnie przedstawione temat i cele lekcji. Zadaniem uczniów było przygotowanie tabeli zmian temperatur w miastach w Europie, a nastpęnie stworzyć wykres temperatur. W pewnym momencie nauczycielka przerwała ucznioom prace, tak by wytłumaczyć dalszą część zadania lda tych uczniów, którzy pracowała szybciej. Następnie indywidualnie pomagała tym uczniom, w wykonaniu tego zadania. Reszcie klasy wytłumaczyłą nowę zagadnienie dopier gdy większość klasy poradziła sobie z pierwszym zadaniem. Pod koniec zajęć nauczycielka przypomniałą uczniom o konieczności zapisu prac, tak by móc je kontunuować w przyszłym tygodniu.
2019.05.13;Lekcja rozpoczeła się od nawiązania do tematu poprzednich zajęć klasy z wychowawczynią - kim chciałbym zostać w przyszłości. Nauczycielka rozpoczeła rozmowę z uczniami na temat wymarzonych zawodów. Następnie przedstawiono cele lekcji - nabycie nowych umiejętności do pracy w programie Paint oraz wymieniono jakich narzędzi należy użyć, aby stowrzyć prace graficzną dotyczącą tematu zajęć. Pojedyńczy uczniowie mieli problem z wykonaniem operazji potrzebnej im do pracy. Nauczycielka pracowała z nimi indywidualnie. Po skończonej pracy nauczycielka upewnia się, że uczniowie poprawnie zapisują pliki w odpowiednim miejscu.
2019.05.13;Lekcję rozpocząłem od przywitania klasy i przedstawienia się. Następnie przedstawiłem temat i cele lekcji. Przystąpiłem do wytłumaczenia pierwszego zadania, przypominjącego scratcha. Po ściągnieciu pliku przez uczniów, zaprosiłem ich przed rzutnik, tak byśmy mogli wspólnie omówić bazowy skrypt. Uczniowie rozumieli skrypt i odpowiadali na moje pytania. Wytłumaczyłem, czego jakich poleceń brakuję, a następnnie uczniowie przystąpili do pracy. Problemematycznym elementem było cofnięcie duszka - poruszanie się o ujemną wartość. Podpowiedz jak to zrobić trzeba było zamieścić na stronie, bądź też przedstawić przy rzutniku.Gdy większość uczniów poprawnie wykonała zadanie, zaprezentowalem na rzutniku poprwane rozwiązanie i dałem uczniom chwilę na sprawdzenie go. Następnie poprosiłem uczniów do tablicy i omówiłem czym jest zatosowana w skrypcie rekurencja. Następnie omówiłem fraktale na przykładzie drzewa binarnego, prosząc uczennicę o dokończenie drzewa kolejnego stopnia.Po tym pokazie, uczniowie przystąpili do kolejnego zadania i uzupełniania skryptu rysującego drzewo binarnę. Niestety, uczniowie nie do końca przyswoili pojęcie parametru procedury, a ja nie położyłem na tym wystarczającego nacisku przy powtórzeniu.Na kolejnych lekcjach muszę przyłożyć większą uwagę do omówienia pierwszego przykładu oraz do parametrów przy rysowaniu drzewa binarnego na tablicy.Klasa pracowała znakomicie, jedynym problemem było zachowanie jednego z uczniów, który zamkną pracę koleżanki podczas omwanian tematu przy tablicy.
2019.05.13;Zadaniem uczniów było znalezienie temperatur w miastach europejskich, a następnie przedstawienie ich w arkuszu kalkulacyjnym, oraz wykonanie wykresu. Klasa nie miała większego problemu z zadaniem. Pojedyńczy uczniowie potrzebowali pomocy nauczyciela. Po zakończeniu pierwszego zadania, nauczycielka wytłumaczyła kolejne, w międzyczasie pomagając słabiej radzącym sobie uczniom. Gdy kilku uczniów miało problemy z tym samym elementem, nauczycielka przeprowadziła krótki pokaz na komputerze jednego z uczniów. Szybsi uczniowie dostali dodatkowe zadanie na ocenę celującą.
2019.05.13;Lekcja rozpoczeła się od przedstawieniu tematu lekcji oraz plakatów reklamowych kampanii przeciw otyłości. Następnie zadaniem uczniów było wejście na profil facebookowy funkacji anioły lubią żywioły. Nauczycielka zadała kilka pytań dotyczących profilu W nawiązaniu do profilu fundacji, uczniwie mieli stworzyć w programie Writter plakaty dotyczące wpomagania dzieci z niepełnosprawnością. Większośc uczniów nie miała problemów z obsługą programu, część jednak nie zrozumiała polecenia i plakat zaczeła wykonywać w programie Paint. Po korekcie rozpoczeli pracę. Niestety, niektórzy uczniowie nie byli zainteresowani pracą, aby uławtić im zadanie nauczycielka zezwoliła na prace w Paincie. Groźba otrzymania oceny niedostatecznej, a w rezultacie zagrożenie, przekonało uczniów do pracy.
2019.05.13;Lekcja rozpoczeła się od przedstawienia tematu i zadania. Następnie rozdano książki. Zadaniem uczniów było znalezienie temperatur w miastach europejskich, a następnie przedstawienie ich w arkuszu kalkulacyjnym, oraz wykonanie wykresu liniowego zmian temperatur. Nauczycielka wytłumaczyła krok po kroku jakie czynności wykonać. Następnie odpowiedziała na indywidualne pytania uczniów. W międzyczasie, podczas pracy uczniów, nauczycielka sprawdzała zaległe zadania. W połowie lekcji, gdy większość uczniów skończyła pierwsze zadanie, nauczycielka wytłumaczyła uczniom kolejne zadanie.
2019.05.14;Lekcję rozpocząłem od przywitania klasy i przedstawienia się. Następnie zapytałem o poprzednią lekce, tak by uczniowie sobie ją przypomnieli. Nowy temat dotyczył innego działu. Przedstawiłem temat i cele lekcji. Przystąpiłem do wytłumaczenia pierwszego zadania, przypominjącego scratcha. Po ściągnieciu pliku przez uczniów, zaprosiłem ich przed rzutnik, tak byśmy mogli wspólnie omówić bazowy skrypt. Uczniowie rozumieli skrypt większośc skryptu, mieli jednak problem z definiowaniem bloku. Wytłumaczyłem, jakich poleceń brakuję. Mimo, że klasa miała być lepsza niż poprzednia grupa z którą prowadziłem zajęcia, radziła sobie znacznie gorzej z zadaniem. Większym problemem było też utrzymanie dyscypliny.Znaczna większośc uczniów potrzebowałą pomoco. Po kilku indywidualnych konsultacjach, ponownie poprosiłem ucznniów do rzutnika i podałem kolejne wskazówki. Gdy większość uczniów poprawnie wykonała zadanie,  poprosiłem uczniów do tablicy i omówiłem czym jest zastosowana w skrypcie rekurencja. Następnie omówiłem fraktale na przykładzie drzewa binarnego, prosząc uczennicę o dokończenie drzewa kolejnego stopnia. Niestety zawiodła mnie kontrola czasu - zakończyłem lekcje bez próby.
2019.05.14;Lekcja rozpoczeła się od przypomnienia tematu poprzeniej lekcji - wprowadzenia do arkusza kalkulacyjnego. Nauczycielka wspólnie z uczniami przypomniała podstawowe pojęcia dotyczące arkusza.Następnie poprosiła uczniów o pojeście do rzutnika, gdzie wytłumaczyła jakie czynności należy wykonać. Następnie uczniowie rozpoczeli prace z indywidualną pomocą nauczycielki. Uczniowie pracowali cicho i z zapałem. Gdy większość uczniów skońćzyłą pracę, zaprosiła uczniów aby zobaczyli kolejną funkcjonalność na rzutniku. Na koniec lekcji sprawdziła i oceniła prace.
2019.05.14;Lekcja rozpoczeła się od przywitania klasy i przeczytania ocen proponowanych. Następnie rozdała książki, omówiłą i wskazała zadania do wykonania. Uczniowie pracowali w bardzo różnym tempie, gdy większość uczniów ukończyła zadanie, nauczycielka przedstawiła im kolejne. Klasa ma problem z dyscypliną, mobilizującym elementem jest ocena. Uczniowie potrzebują przypomnienia narzędzia poznanego wcześniej - wstawiania wykresu.
2019.05.14;Lekcja rozpoczeła się od spraw organizacyjnych. Ustalono, kto nie pisał testu - te osoby pisały sprawdzian podczas trwajacej lekcji. Pozostałem mogły ściągnąć swój sprawdzony test z klasowego maila. Po rozwiązniu ewentulanych wątpliwości odnośnie ocen. Uczniowie zrealizowalni jedno zadanie z arkusza kalkulacyjnego. Po ukończeniu sprawdzianu przez piszących uczniów, nauczycielka przeprowadziła kilka czynności organizacyjnych - sprawdziała dosłane sprawdziany, oraz wystawiała oceny proponowane. Ostatnie minuty lekcji uczniowie mieli czas wolny dla siebie.
